checkpoint,source_class,target_class,n_source,n_target,latent_dim,target_total_variance,transported_total_variance,total_variance_ratio,target_mean_variance,transported_mean_variance,mean_variance_ratio,target_mean_sq_radius,transported_mean_sq_radius,mean_sq_radius_ratio,target_var_per_dim,transported_var_per_dim
models/latent1.eqx,1,3,1135,1010,1,0.07671365141868591,0.00017124127771239728,0.0022322135920198214,0.07671365141868591,0.00017124127771239728,0.0022322135920198214,0.07671365141868591,0.00017124127771239728,0.0022322135920198214,[0.07671365141868591],[0.00017124127771239728]
models/latent1.eqx,1,4,1135,982,1,0.006544825155287981,0.00034119762131012976,0.052132347601521314,0.006544825155287981,0.00034119762131012976,0.052132347601521314,0.006544825155287981,0.00034119762131012976,0.052132347601521314,[0.006544825155287981],[0.00034119762131012976]
models/latent1.eqx,1,5,1135,892,1,0.1839287281036377,0.0023907162249088287,0.012998057016852582,0.1839287281036377,0.0023907162249088287,0.012998057016852582,0.1839287281036377,0.0023907162249088287,0.012998057016852582,[0.1839287281036377],[0.0023907162249088287]
models/latent1.eqx,1,6,1135,958,1,0.02332504652440548,0.0015027729095891118,0.06442740698256101,0.02332504652440548,0.0015027729095891118,0.06442740698256101,0.02332504652440548,0.0015027729095891118,0.06442740698256101,[0.02332504652440548],[0.0015027729095891118]
models/latent1.eqx,1,7,1135,1028,1,0.012003935873508453,0.002521007787436247,0.21001492459240984,0.012003935873508453,0.002521007787436247,0.21001492459240984,0.012003935873508453,0.002521007787436247,0.21001492459240984,[0.012003935873508453],[0.002521007787436247]
models/latent1.eqx,1,8,1135,974,1,0.11878542602062225,0.0017002903623506427,0.014313963220671739,0.11878542602062225,0.0017002903623506427,0.014313963220671739,0.11878542602062225,0.0017002903623506427,0.014313963220671739,[0.11878542602062225],[0.0017002903623506427]
models/latent1.eqx,1,9,1135,1009,1,0.015140246599912643,0.003529947716742754,0.2331497946186144,0.015140246599912643,0.003529947716742754,0.2331497946186144,0.015140246599912643,0.003529947716742754,0.2331497946186144,[0.015140246599912643],[0.003529947716742754]
models/latent1.eqx,2,0,1032,980,1,0.081256203353405,0.019031967967748642,0.2342216943456807,0.081256203353405,0.019031967967748642,0.2342216943456807,0.081256203353405,0.019031967967748642,0.2342216943456807,[0.081256203353405],[0.019031967967748642]
models/latent1.eqx,2,1,1032,1135,1,0.019945282489061356,0.0001471356808906421,0.007376962808208306,0.019945282489061356,0.0001471356808906421,0.007376962808208306,0.019945282489061356,0.0001471356808906421,0.007376962808208306,[0.019945282489061356],[0.0001471356808906421]
models/latent1.eqx,2,3,1032,1010,1,0.07671365141868591,0.02938997745513916,0.3831126935101595,0.07671365141868591,0.02938997745513916,0.3831126935101595,0.07671365141868591,0.02938997745513916,0.3831126935101595,[0.07671365141868591],[0.02938997745513916]
models/latent1.eqx,2,4,1032,982,1,0.006544825155287981,0.0005941910785622895,0.0907877837201454,0.006544825155287981,0.0005941910785622895,0.0907877837201454,0.006544825155287981,0.0005941910785622895,0.0907877837201454,[0.006544825155287981],[0.0005941910785622895]
models/latent1.eqx,2,5,1032,892,1,0.1839287281036377,0.05207404866814613,0.2831207847400342,0.1839287281036377,0.05207404866814613,0.2831207847400342,0.1839287281036377,0.05207404866814613,0.2831207847400342,[0.1839287281036377],[0.05207404866814613]
models/latent1.eqx,2,6,1032,958,1,0.02332504652440548,0.012329322285950184,0.528587027133236,0.02332504652440548,0.012329322285950184,0.528587027133236,0.02332504652440548,0.012329322285950184,0.528587027133236,[0.02332504652440548],[0.012329322285950184]
models/latent1.eqx,2,7,1032,1028,1,0.012003935873508453,0.0010944309178739786,0.09117259686161046,0.012003935873508453,0.0010944309178739786,0.09117259686161046,0.012003935873508453,0.0010944309178739786,0.09117259686161046,[0.012003935873508453],[0.0010944309178739786]
models/latent1.eqx,2,8,1032,974,1,0.11878542602062225,0.03559262678027153,0.29963796886760025,0.11878542602062225,0.03559262678027153,0.29963796886760025,0.11878542602062225,0.03559262678027153,0.29963796886760025,[0.11878542602062225],[0.03559262678027153]
models/latent1.eqx,2,9,1032,1009,1,0.015140246599912643,0.0040763989090919495,0.2692423924384128,0.015140246599912643,0.0040763989090919495,0.2692423924384128,0.015140246599912643,0.0040763989090919495,0.2692423924384128,[0.015140246599912643],[0.0040763989090919495]
models/latent1.eqx,3,0,1010,980,1,0.081256203353405,0.008564716205000877,0.10540383130765198,0.081256203353405,0.008564716205000877,0.10540383130765198,0.081256203353405,0.008564716205000877,0.10540383130765198,[0.081256203353405],[0.008564716205000877]
models/latent1.eqx,3,1,1010,1135,1,0.019945282489061356,3.4973632864421234e-05,0.001753478064240066,0.019945282489061356,3.4973632864421234e-05,0.001753478064240066,0.019945282489061356,3.4973632864421234e-05,0.001753478064240066,[0.019945282489061356],[3.4973632864421234e-05]
models/latent1.eqx,3,2,1010,1032,1,0.016505751758813858,0.004800743423402309,0.29085258187728147,0.016505751758813858,0.004800743423402309,0.29085258187728147,0.016505751758813858,0.004800743423402309,0.29085258187728147,[0.016505751758813858],[0.004800743423402309]
models/latent1.eqx,3,4,1010,982,1,0.006544825155287981,0.0013137853238731623,0.20073619773473944,0.006544825155287981,0.0013137853238731623,0.20073619773473944,0.006544825155287981,0.0013137853238731623,0.20073619773473944,[0.006544825155287981],[0.0013137853238731623]
models/latent1.eqx,3,5,1010,892,1,0.1839287281036377,0.05843734368681908,0.3177173088301818,0.1839287281036377,0.05843734368681908,0.3177173088301818,0.1839287281036377,0.05843734368681908,0.3177173088301818,[0.1839287281036377],[0.05843734368681908]
models/latent1.eqx,3,6,1010,958,1,0.02332504652440548,0.006277909502387047,0.26914873693096275,0.02332504652440548,0.006277909502387047,0.26914873693096275,0.02332504652440548,0.006277909502387047,0.26914873693096275,[0.02332504652440548],[0.006277909502387047]
models/latent1.eqx,3,7,1010,1028,1,0.012003935873508453,0.0025219202507287264,0.21009093820510807,0.012003935873508453,0.0025219202507287264,0.21009093820510807,0.012003935873508453,0.0025219202507287264,0.21009093820510807,[0.012003935873508453],[0.0025219202507287264]
models/latent1.eqx,3,8,1010,974,1,0.11878542602062225,0.023132584989070892,0.19474260283099742,0.11878542602062225,0.023132584989070892,0.19474260283099742,0.11878542602062225,0.023132584989070892,0.19474260283099742,[0.11878542602062225],[0.023132584989070892]
models/latent1.eqx,3,9,1010,1009,1,0.015140246599912643,0.0026429248973727226,0.17456275459611245,0.015140246599912643,0.0026429248973727226,0.17456275459611245,0.015140246599912643,0.0026429248973727226,0.17456275459611245,[0.015140246599912643],[0.0026429248973727226]
models/latent1.eqx,4,0,982,980,1,0.081256203353405,0.001710143988020718,0.0210463165516075,0.081256203353405,0.001710143988020718,0.0210463165516075,0.081256203353405,0.001710143988020718,0.0210463165516075,[0.081256203353405],[0.001710143988020718]
models/latent1.eqx,4,1,982,1135,1,0.019945282489061356,0.0026860523503273726,0.1346709932582082,0.019945282489061356,0.0026860523503273726,0.1346709932582082,0.019945282489061356,0.0026860523503273726,0.1346709932582082,[0.019945282489061356],[0.0026860523503273726]
models/latent1.eqx,4,2,982,1032,1,0.016505751758813858,0.0007198683451861143,0.04361315495188909,0.016505751758813858,0.0007198683451861143,0.04361315495188909,0.016505751758813858,0.0007198683451861143,0.04361315495188909,[0.016505751758813858],[0.0007198683451861143]
models/latent1.eqx,4,3,982,1010,1,0.07671365141868591,0.012352662160992622,0.16102297729702367,0.07671365141868591,0.012352662160992622,0.16102297729702367,0.07671365141868591,0.012352662160992622,0.16102297729702367,[0.07671365141868591],[0.012352662160992622]
models/latent1.eqx,4,5,982,892,1,0.1839287281036377,0.04389381408691406,0.23864576324218223,0.1839287281036377,0.04389381408691406,0.23864576324218223,0.1839287281036377,0.04389381408691406,0.23864576324218223,[0.1839287281036377],[0.04389381408691406]
models/latent1.eqx,4,6,982,958,1,0.02332504652440548,0.0031497396994382143,0.13503674454733164,0.02332504652440548,0.0031497396994382143,0.13503674454733164,0.02332504652440548,0.0031497396994382143,0.13503674454733164,[0.02332504652440548],[0.0031497396994382143]
models/latent1.eqx,4,7,982,1028,1,0.012003935873508453,0.0026922738179564476,0.2242824023305566,0.012003935873508453,0.0026922738179564476,0.2242824023305566,0.012003935873508453,0.0026922738179564476,0.2242824023305566,[0.012003935873508453],[0.0026922738179564476]
models/latent1.eqx,4,8,982,974,1,0.11878542602062225,0.02868778258562088,0.24150925859833874,0.11878542602062225,0.02868778258562088,0.24150925859833874,0.11878542602062225,0.02868778258562088,0.24150925859833874,[0.11878542602062225],[0.02868778258562088]
models/latent1.eqx,4,9,982,1009,1,0.015140246599912643,0.0036058849655091763,0.23816537994012477,0.015140246599912643,0.0036058849655091763,0.23816537994012477,0.015140246599912643,0.0036058849655091763,0.23816537994012477,[0.015140246599912643],[0.0036058849655091763]
models/latent1.eqx,5,0,892,980,1,0.081256203353405,0.002244182163849473,0.02761859150498344,0.081256203353405,0.002244182163849473,0.02761859150498344,0.081256203353405,0.002244182163849473,0.02761859150498344,[0.081256203353405],[0.002244182163849473]
models/latent1.eqx,5,1,892,1135,1,0.019945282489061356,0.00031743376166559756,0.0159152221928903,0.019945282489061356,0.00031743376166559756,0.0159152221928903,0.019945282489061356,0.00031743376166559756,0.0159152221928903,[0.019945282489061356],[0.00031743376166559756]
models/latent1.eqx,5,2,892,1032,1,0.016505751758813858,0.005310895387083292,0.3217600898817859,0.016505751758813858,0.005310895387083292,0.3217600898817859,0.016505751758813858,0.005310895387083292,0.3217600898817859,[0.016505751758813858],[0.005310895387083292]
models/latent1.eqx,5,3,892,1010,1,0.07671365141868591,0.03051481954753399,0.39777555891891236,0.07671365141868591,0.03051481954753399,0.39777555891891236,0.07671365141868591,0.03051481954753399,0.39777555891891236,[0.07671365141868591],[0.03051481954753399]
models/latent1.eqx,5,4,892,982,1,0.006544825155287981,0.001519478508271277,0.23216451938344015,0.006544825155287981,0.001519478508271277,0.23216451938344015,0.006544825155287981,0.001519478508271277,0.23216451938344015,[0.006544825155287981],[0.001519478508271277]
models/latent1.eqx,5,6,892,958,1,0.02332504652440548,0.006537667941302061,0.28028519178341826,0.02332504652440548,0.006537667941302061,0.28028519178341826,0.02332504652440548,0.006537667941302061,0.28028519178341826,[0.02332504652440548],[0.006537667941302061]
models/latent1.eqx,5,7,892,1028,1,0.012003935873508453,0.0017634493997320533,0.1469058106654592,0.012003935873508453,0.0017634493997320533,0.1469058106654592,0.012003935873508453,0.0017634493997320533,0.1469058106654592,[0.012003935873508453],[0.0017634493997320533]
models/latent1.eqx,5,8,892,974,1,0.11878542602062225,0.11326909065246582,0.9535604232896132,0.11878542602062225,0.11326909065246582,0.9535604232896132,0.11878542602062225,0.11326909065246582,0.9535604232896132,[0.11878542602062225],[0.11326909065246582]
models/latent1.eqx,5,9,892,1009,1,0.015140246599912643,0.0037032596301287413,0.24459688682886052,0.015140246599912643,0.0037032596301287413,0.24459688682886052,0.015140246599912643,0.0037032596301287413,0.24459688682886052,[0.015140246599912643],[0.0037032596301287413]
models/latent1.eqx,6,0,958,980,1,0.081256203353405,0.007400684989988804,0.09107838877257603,0.081256203353405,0.007400684989988804,0.09107838877257603,0.081256203353405,0.007400684989988804,0.09107838877257603,[0.081256203353405],[0.007400684989988804]
models/latent1.eqx,6,1,958,1135,1,0.019945282489061356,0.0014818194322288036,0.07429419413335157,0.019945282489061356,0.0014818194322288036,0.07429419413335157,0.019945282489061356,0.0014818194322288036,0.07429419413335157,[0.019945282489061356],[0.0014818194322288036]
models/latent1.eqx,6,2,958,1032,1,0.016505751758813858,0.005862013902515173,0.3551495525121665,0.016505751758813858,0.005862013902515173,0.3551495525121665,0.016505751758813858,0.005862013902515173,0.3551495525121665,[0.016505751758813858],[0.005862013902515173]
models/latent1.eqx,6,3,958,1010,1,0.07671365141868591,0.021818969398736954,0.2844209101121367,0.07671365141868591,0.021818969398736954,0.2844209101121367,0.07671365141868591,0.021818969398736954,0.2844209101121367,[0.07671365141868591],[0.021818969398736954]
models/latent1.eqx,6,4,958,982,1,0.006544825155287981,0.001127737108618021,0.17230947485466486,0.006544825155287981,0.001127737108618021,0.17230947485466486,0.006544825155287981,0.001127737108618021,0.17230947485466486,[0.006544825155287981],[0.001127737108618021]
models/latent1.eqx,6,5,958,892,1,0.1839287281036377,0.038687121123075485,0.2103375553051236,0.1839287281036377,0.038687121123075485,0.2103375553051236,0.1839287281036377,0.038687121123075485,0.2103375553051236,[0.1839287281036377],[0.038687121123075485]
models/latent1.eqx,6,7,958,1028,1,0.012003935873508453,0.00211944873444736,0.17656267004042214,0.012003935873508453,0.00211944873444736,0.17656267004042214,0.012003935873508453,0.00211944873444736,0.17656267004042214,[0.012003935873508453],[0.00211944873444736]
models/latent1.eqx,6,8,958,974,1,0.11878542602062225,0.026947028934955597,0.22685465354757248,0.11878542602062225,0.026947028934955597,0.22685465354757248,0.11878542602062225,0.026947028934955597,0.22685465354757248,[0.11878542602062225],[0.026947028934955597]
models/latent1.eqx,6,9,958,1009,1,0.015140246599912643,0.006867916323244572,0.4536195458724391,0.015140246599912643,0.006867916323244572,0.4536195458724391,0.015140246599912643,0.006867916323244572,0.4536195458724391,[0.015140246599912643],[0.006867916323244572]
models/latent1.eqx,7,0,1028,980,1,0.081256203353405,0.001831368892453611,0.022538201287924876,0.081256203353405,0.001831368892453611,0.022538201287924876,0.081256203353405,0.001831368892453611,0.022538201287924876,[0.081256203353405],[0.001831368892453611]
models/latent1.eqx,7,1,1028,1135,1,0.019945282489061356,0.0061149438843131065,0.3065858215750278,0.019945282489061356,0.0061149438843131065,0.3065858215750278,0.019945282489061356,0.0061149438843131065,0.3065858215750278,[0.019945282489061356],[0.0061149438843131065]
models/latent1.eqx,7,2,1028,1032,1,0.016505751758813858,0.0009327553561888635,0.056510894184619166,0.016505751758813858,0.0009327553561888635,0.056510894184619166,0.016505751758813858,0.0009327553561888635,0.056510894184619166,[0.016505751758813858],[0.0009327553561888635]
models/latent1.eqx,7,3,1028,1010,1,0.07671365141868591,0.011847621761262417,0.1544395293114842,0.07671365141868591,0.011847621761262417,0.1544395293114842,0.07671365141868591,0.011847621761262417,0.1544395293114842,[0.07671365141868591],[0.011847621761262417]
models/latent1.eqx,7,4,1028,982,1,0.006544825155287981,0.0014934816863387823,0.22819240682205802,0.006544825155287981,0.0014934816863387823,0.22819240682205802,0.006544825155287981,0.0014934816863387823,0.22819240682205802,[0.006544825155287981],[0.0014934816863387823]
models/latent1.eqx,7,5,1028,892,1,0.1839287281036377,0.03159444034099579,0.17177544230849548,0.1839287281036377,0.03159444034099579,0.17177544230849548,0.1839287281036377,0.03159444034099579,0.17177544230849548,[0.1839287281036377],[0.03159444034099579]
models/latent1.eqx,7,6,1028,958,1,0.02332504652440548,0.007552652154117823,0.32379995076176254,0.02332504652440548,0.007552652154117823,0.32379995076176254,0.02332504652440548,0.007552652154117823,0.32379995076176254,[0.02332504652440548],[0.007552652154117823]
models/latent1.eqx,7,8,1028,974,1,0.11878542602062225,0.021489499136805534,0.1809102180933592,0.11878542602062225,0.021489499136805534,0.1809102180933592,0.11878542602062225,0.021489499136805534,0.1809102180933592,[0.11878542602062225],[0.021489499136805534]
models/latent1.eqx,7,9,1028,1009,1,0.015140246599912643,0.007585696876049042,0.5010282901078975,0.015140246599912643,0.007585696876049042,0.5010282901078975,0.015140246599912643,0.007585696876049042,0.5010282901078975,[0.015140246599912643],[0.007585696876049042]
models/latent1.eqx,8,0,974,980,1,0.081256203353405,0.0013688497710973024,0.01684609354294925,0.081256203353405,0.0013688497710973024,0.01684609354294925,0.081256203353405,0.0013688497710973024,0.01684609354294925,[0.081256203353405],[0.0013688497710973024]
models/latent1.eqx,8,1,974,1135,1,0.019945282489061356,0.000267980300122872,0.013435766874305857,0.019945282489061356,0.000267980300122872,0.013435766874305857,0.019945282489061356,0.000267980300122872,0.013435766874305857,[0.019945282489061356],[0.000267980300122872]
models/latent1.eqx,8,2,974,1032,1,0.016505751758813858,0.004565467592328787,0.2765984181185026,0.016505751758813858,0.004565467592328787,0.2765984181185026,0.016505751758813858,0.004565467592328787,0.2765984181185026,[0.016505751758813858],[0.004565467592328787]
models/latent1.eqx,8,3,974,1010,1,0.07671365141868591,0.015714384615421295,0.204844669447541,0.07671365141868591,0.015714384615421295,0.204844669447541,0.07671365141868591,0.015714384615421295,0.204844669447541,[0.07671365141868591],[0.015714384615421295]
models/latent1.eqx,8,4,974,982,1,0.006544825155287981,0.0015602275962010026,0.23839066365795283,0.006544825155287981,0.0015602275962010026,0.23839066365795283,0.006544825155287981,0.0015602275962010026,0.23839066365795283,[0.006544825155287981],[0.0015602275962010026]
models/latent1.eqx,8,5,974,892,1,0.1839287281036377,0.1665356159210205,0.9054355379048121,0.1839287281036377,0.1665356159210205,0.9054355379048121,0.1839287281036377,0.1665356159210205,0.9054355379048121,[0.1839287281036377],[0.1665356159210205]
models/latent1.eqx,8,6,974,958,1,0.02332504652440548,0.007333836983889341,0.31441883007725185,0.02332504652440548,0.007333836983889341,0.31441883007725185,0.02332504652440548,0.007333836983889341,0.31441883007725185,[0.02332504652440548],[0.007333836983889341]
models/latent1.eqx,8,7,974,1028,1,0.012003935873508453,0.0016838503070175648,0.14027473338859844,0.012003935873508453,0.0016838503070175648,0.14027473338859844,0.012003935873508453,0.0016838503070175648,0.14027473338859844,[0.012003935873508453],[0.0016838503070175648]
models/latent1.eqx,8,9,974,1009,1,0.015140246599912643,0.00397357065230608,0.2624506808113811,0.015140246599912643,0.00397357065230608,0.2624506808113811,0.015140246599912643,0.00397357065230608,0.2624506808113811,[0.015140246599912643],[0.00397357065230608]
models/latent1.eqx,9,0,1009,980,1,0.081256203353405,0.002118161879479885,0.02606769122094618,0.081256203353405,0.002118161879479885,0.02606769122094618,0.081256203353405,0.002118161879479885,0.02606769122094618,[0.081256203353405],[0.002118161879479885]
models/latent1.eqx,9,1,1009,1135,1,0.019945282489061356,0.004597711842507124,0.23051614033881215,0.019945282489061356,0.004597711842507124,0.23051614033881215,0.019945282489061356,0.004597711842507124,0.23051614033881215,[0.019945282489061356],[0.004597711842507124]
models/latent1.eqx,9,2,1009,1032,1,0.016505751758813858,0.0028348248451948166,0.17174759254483105,0.016505751758813858,0.0028348248451948166,0.17174759254483105,0.016505751758813858,0.0028348248451948166,0.17174759254483105,[0.016505751758813858],[0.0028348248451948166]
models/latent1.eqx,9,3,1009,1010,1,0.07671365141868591,0.013500088825821877,0.17598024362494483,0.07671365141868591,0.013500088825821877,0.17598024362494483,0.07671365141868591,0.013500088825821877,0.17598024362494483,[0.07671365141868591],[0.013500088825821877]
models/latent1.eqx,9,4,1009,982,1,0.006544825155287981,0.0018957739230245352,0.2896595373365242,0.006544825155287981,0.0018957739230245352,0.2896595373365242,0.006544825155287981,0.0018957739230245352,0.2896595373365242,[0.006544825155287981],[0.0018957739230245352]
models/latent1.eqx,9,5,1009,892,1,0.1839287281036377,0.03736703470349312,0.20316039292586266,0.1839287281036377,0.03736703470349312,0.20316039292586266,0.1839287281036377,0.03736703470349312,0.20316039292586266,[0.1839287281036377],[0.03736703470349312]
models/latent1.eqx,9,6,1009,958,1,0.02332504652440548,0.010439673438668251,0.44757333932910337,0.02332504652440548,0.010439673438668251,0.44757333932910337,0.02332504652440548,0.010439673438668251,0.44757333932910337,[0.02332504652440548],[0.010439673438668251]
models/latent1.eqx,9,7,1009,1028,1,0.012003935873508453,0.0056066918186843395,0.46707073472046934,0.012003935873508453,0.0056066918186843395,0.46707073472046934,0.012003935873508453,0.0056066918186843395,0.46707073472046934,[0.012003935873508453],[0.0056066918186843395]
models/latent1.eqx,9,8,1009,974,1,0.11878542602062225,0.025653434917330742,0.21596447996265358,0.11878542602062225,0.025653434917330742,0.21596447996265358,0.11878542602062225,0.025653434917330742,0.21596447996265358,[0.11878542602062225],[0.025653434917330742]
models/latent2.eqx,0,1,980,1135,2,0.10743583738803864,0.003134370781481266,0.02917434783346095,0.05371791869401932,0.001567185390740633,0.029174345117947847,0.10743584483861923,0.0031343719456344843,0.029174356646043953,"[0.05527446046471596, 0.05216137692332268]","[0.002441606717184186, 0.0006927639478817582]"
models/latent2.eqx,0,2,980,1032,2,0.02467208355665207,0.0011518539395183325,0.0466865098769768,0.012336041778326035,0.0005759269697591662,0.046686490954184194,0.024672087281942368,0.001151853590272367,0.046686488672181684,"[0.012016257271170616, 0.012655826285481453]","[0.0006220649811439216, 0.0005297889583744109]"
models/latent2.eqx,0,3,980,1010,2,0.0796443521976471,0.010902787558734417,0.1368934003348264,0.03982217609882355,0.0054513937793672085,0.13689338314674435,0.07964437454938889,0.010902786627411842,0.1368933502229631,"[0.05741339549422264, 0.022230952978134155]","[0.01031312346458435, 0.0005896638613194227]"
models/latent2.eqx,0,4,980,982,2,0.036248937249183655,0.003854345064610243,0.10632984837089426,0.018124468624591827,0.0019271725323051214,0.1063298190376785,0.03624891862273216,0.0038543452974408865,0.10632990943141359,"[0.0049529485404491425, 0.03129598870873451]","[0.00010129412112291902, 0.0037530509289354086]"
models/latent2.eqx,0,5,980,892,2,0.10580985248088837,0.028336219489574432,0.267803197406977,0.05290492624044418,0.014168109744787216,0.26780317209712723,0.10580985993146896,0.028336217626929283,0.2678031609459695,"[0.07287155091762543, 0.03293829783797264]","[0.021479396149516106, 0.006856823340058327]"
models/latent2.eqx,0,6,980,958,2,0.02824440412223339,0.0032875388860702515,0.11639607293119145,0.014122202061116695,0.0016437694430351257,0.11639603172090782,0.028244392946362495,0.003287537954747677,0.1163960860136032,"[0.00886242650449276, 0.01938197761774063]","[0.0006018847925588489, 0.0026856539770960808]"
models/latent2.eqx,0,7,980,1028,2,0.09546799957752228,0.01022002100944519,0.10705178682023629,0.04773399978876114,0.005110010504722595,0.10705177560687003,0.09546803683042526,0.010220019146800041,0.107051725536538,"[0.041374027729034424, 0.054093968123197556]","[0.0021933543030172586, 0.008026666939258575]"
models/latent2.eqx,0,8,980,974,2,0.07818269729614258,0.0038245506584644318,0.04891811489691314,0.03909134864807129,0.0019122753292322159,0.04891810864001691,0.07818271219730377,0.00382455182261765,0.04891812046357149,"[0.029523007571697235, 0.048659685999155045]","[0.0024710672441869974, 0.0013534832978621125]"
models/latent2.eqx,0,9,980,1009,2,0.06476746499538422,0.00883118063211441,0.1363520908101448,0.03238373249769211,0.004415590316057205,0.13635206975759182,0.06476747244596481,0.008831181563436985,0.1363520895042477,"[0.03196241706609726, 0.03280504420399666]","[0.004181103780865669, 0.004650076385587454]"
models/latent2.eqx,1,0,1135,980,2,0.07929978519678116,0.002308883238583803,0.02911587896102817,0.03964989259839058,0.0011544416192919016,0.029115875289407678,0.07929978519678116,0.0023088830057531595,0.029115876024946898,"[0.021241409704089165, 0.05805837735533714]","[0.0006949844537302852, 0.0016138989012688398]"
models/latent2.eqx,1,2,1135,1032,2,0.02467208355665207,0.010104085318744183,0.4095349790865205,0.012336041778326035,0.005052042659372091,0.4095348130954131,0.024672087281942368,0.010104084387421608,0.4095348795019886,"[0.012016257271170616, 0.012655826285481453]","[0.002865493530407548, 0.007238591555505991]"
models/latent2.eqx,1,3,1135,1010,2,0.0796443521976471,0.015349717810750008,0.19272824073420078,0.03982217609882355,0.007674858905375004,0.19272821653559946,0.07964437454938889,0.015349716879427433,0.1927281749526083,"[0.05741339549422264, 0.022230952978134155]","[0.011449873447418213, 0.003899844828993082]"
models/latent2.eqx,1,4,1135,982,2,0.036248937249183655,0.0010175411589443684,0.02807091615515217,0.018124468624591827,0.0005087705794721842,0.028070908411228404,0.03624891862273216,0.0010175410425290465,0.02807092736779353,"[0.0049529485404491425, 0.03129598870873451]","[0.00029616078245453537, 0.0007213804055936635]"
models/latent2.eqx,1,5,1135,892,2,0.10580985248088837,0.01401504036039114,0.13245495298628301,0.05290492624044418,0.00700752018019557,0.13245494046807937,0.10580985993146896,0.014015039429068565,0.13245493485764456,"[0.07287155091762543, 0.03293829783797264]","[0.01197375264018774, 0.0020412877202033997]"
models/latent2.eqx,1,6,1135,958,2,0.02824440412223339,0.000945662846788764,0.03348141132247309,0.014122202061116695,0.000472831423394382,0.03348139946830635,0.028244392946362495,0.0009456631378270686,0.03348143487482915,"[0.00886242650449276, 0.01938197761774063]","[0.0006100041791796684, 0.0003356586676090956]"
models/latent2.eqx,1,7,1135,1028,2,0.09546799957752228,0.0659610852599144,0.6909234365712049,0.04773399978876114,0.0329805426299572,0.6909233641989655,0.09546803683042526,0.0659610852599144,0.6909231669636807,"[0.041374027729034424, 0.054093968123197556]","[0.03393412008881569, 0.03202696517109871]"
models/latent2.eqx,1,8,1135,974,2,0.07818269729614258,0.02685989812016487,0.3435529294019485,0.03909134864807129,0.013429949060082436,0.34355288545963725,0.07818271219730377,0.026859911158680916,0.34355303069259485,"[0.029523007571697235, 0.048659685999155045]","[0.006957901641726494, 0.019901996478438377]"
